DATE,PRCP,SNOW,TMAX,TMIN,RAIN_mm,SNOW_mm
2018-04-21,0.0,0.0,53.0,41.0,0.0,0.0
2018-04-22,0.0,0.0,62.0,44.0,0.0,0.0
2018-04-23,0.0,0.0,64.0,43.0,0.0,0.0
2018-04-24,0.0,0.0,64.0,47.0,0.0,0.0
2018-04-25,0.0,0.0,53.0,39.0,0.0,0.0
2018-04-26,0.0,0.0,0.0,36.0,0.0,0.0
2018-04-27,0.0,0.0,55.0,41.0,0.0,0.0
2018-04-28,0.0,0.0,51.0,38.0,0.0,0.0
2018-04-29,0.0,0.0,57.0,33.0,0.0,0.0
2018-04-30,0.0,0.0,80.0,42.0,0.0,0.0
2018-05-01,0.0,0.0,86.0,58.0,0.0,0.0
2018-05-02,0.0,0.0,88.0,66.0,0.0,0.0
2018-05-03,0.0,0.0,71.0,58.0,0.0,0.0
2018-05-04,0.0,0.0,75.0,63.0,0.0,0.0
2018-05-05,0.0,0.0,82.0,57.0,0.0,0.0
2018-05-06,0.0,0.0,69.0,52.0,0.0,0.0
